day,timestr,a,b,c,d,e,f
2,10:14:00,330.44,14.105,94.095,49.975,49.25,17.275
2,10:15:00,330.575,14.005,94.08,49.965,49.29,17.275
2,10:16:00,330.385,14.005,94.0,49.925,49.22,17.275
2,10:17:00,330.56,14.095,94.015,49.905,49.2,17.275
2,10:18:00,330.5,14.095,94.03,48.445,49.14,17.275
2,10:19:00,330.69,14.085,94.09,49.875,49.16,17.275
2,10:20:00,330.65,14.075,94.17,49.885,49.27,17.275
2,10:21:00,330.61,13.975,94.115,49.905,49.38,17.275
2,10:22:00,330.845,13.995,94.22,49.915,49.31,17.275
2,10:23:00,330.925,14.095,94.175,49.905,49.28,17.275
2,10:24:00,331.08,14.005,94.125,49.915,49.26,17.275
2,10:25:00,331.145,14.015,94.125,49.925,49.26,17.275
2,10:26:00,331.025,14.135,94.055,49.895,49.25,17.275
2,10:27:00,330.93,14.135,93.955,49.885,49.27,17.275
2,10:28:00,330.985,14.135,94.005,49.895,49.21,17.275
2,10:29:00,330.695,14.135,94.03,49.885,49.2,17.465
2,10:30:00,330.785,14.145,94.035,49.915,49.17,17.465
2,10:31:00,330.745,14.145,94.045,49.93,49.2,17.465
2,10:32:00,330.76,14.125,94.095,49.945,49.2,17.465
2,10:33:00,330.8,14.035,94.085,49.935,49.23,17.465
2,10:34:00,330.86,14.025,93.975,49.915,49.25,17.465
2,10:35:00,330.73,14.025,93.92,49.885,49.27,17.465
2,10:36:00,330.715,14.045,93.92,49.855,49.33,17.465
2,10:37:00,330.7,14.155,93.91,49.875,49.36,17.465
2,10:38:00,330.655,14.055,93.915,49.855,49.3,17.465
2,10:39:00,330.775,14.165,93.95,49.865,49.35,17.465
2,10:40:00,330.685,14.155,93.9,49.865,49.37,17.465
2,10:41:00,330.67,14.155,93.955,49.875,49.4,17.465
2,10:42:00,330.79,14.145,93.885,49.875,49.47,17.465
2,10:43:00,330.75,14.145,93.89,49.855,49.51,17.465
2,10:44:00,330.71,14.055,93.88,49.865,49.58,17.465
2,10:45:00,330.835,14.165,93.92,49.865,49.56,17.465
2,10:46:00,330.77,14.065,93.895,49.825,49.59,17.465
2,10:47:00,330.79,14.155,93.895,49.855,49.54,17.465
2,10:48:00,330.745,14.135,93.895,49.825,49.61,17.465
2,10:49:00,330.725,14.145,93.835,49.805,49.62,17.465
2,10:50:00,330.675,14.045,93.86,49.845,49.63,17.465
2,10:51:00,330.475,14.045,93.815,51.128,49.61,17.465
2,10:52:00,330.275,14.145,93.82,49.825,49.68,17.465
2,10:53:00,330.405,14.145,93.795,49.825,49.77,17.465
2,10:54:00,330.415,14.155,93.855,49.845,49.84,17.465
2,10:55:00,330.39,14.055,93.875,49.825,49.86,17.465
2,10:56:00,330.615,14.155,93.805,49.805,49.96,17.465
2,10:57:00,330.695,14.155,93.79,49.835,50.06,17.465
2,10:58:00,330.92,14.055,93.8,49.815,50.1,17.465
2,10:59:00,330.765,14.155,93.655,49.785,50.21,17.465
2,11:00:00,330.835,14.055,93.7,49.795,50.18,17.465
2,11:01:00,330.79,14.055,93.705,49.765,50.14,17.465
2,11:02:00,330.775,14.055,93.65,49.68899999999999,50.13,17.465
2,11:03:00,330.99,14.055,93.635,49.805,50.12,17.465
2,11:04:00,330.99,14.155,93.53,49.825,50.05,17.465
2,11:05:00,330.885,14.045,93.445,49.795,50.04,17.465
2,11:06:00,330.87,14.045,93.465,49.775,50.07,17.465
2,11:07:00,330.7,14.025,93.37,49.745,50.1,17.465
2,11:08:00,330.64,14.025,93.33,49.775,50.09,17.465
2,11:09:00,330.57,14.135,93.37,49.775,50.1,17.465
2,11:10:00,330.28,14.035,93.22,49.715,50.13,17.465
2,11:11:00,330.24,14.145,93.2,49.625,50.18,17.465
2,11:12:00,330.105,14.135,93.13,49.615,50.24,17.465
2,11:13:00,330.12,14.035,93.185,49.64,50.27,17.465
2,11:14:00,330.2,14.145,93.25,49.64,50.29,17.465
2,11:15:00,330.15,14.055,93.325,49.655,50.31,17.465
2,11:16:00,330.07,14.055,93.26,49.615,50.27,17.465
2,11:17:00,329.855,14.055,93.25,49.635,50.26,17.465
2,11:18:00,329.745,14.155,93.195,49.645,50.31,17.465
2,11:19:00,329.825,14.165,93.29,49.675,50.3,17.465
2,11:20:00,329.905,14.175,93.285,49.675,50.37,17.465
2,11:21:00,329.995,14.185,93.365,49.675,50.37,17.465
2,11:22:00,329.97,14.185,93.28,49.685,50.33,17.465
2,11:23:00,330.055,14.185,93.31,49.705,50.26,17.465
2,11:24:00,330.06,14.175,93.26,49.69,50.36,17.465
2,11:25:00,330.19,14.075,93.315,49.705,50.39,17.465
2,11:26:00,329.965,14.085,93.32,49.665,50.35,17.465
2,11:27:00,330.015,14.075,93.265,49.675,50.34,17.465
2,11:28:00,330.01,14.185,93.31,49.665,50.35,17.465
2,11:29:00,329.845,14.075,93.195,49.655,50.29,17.465
2,11:30:00,329.8,14.175,93.185,49.665,50.31,17.465
2,11:31:00,329.795,14.075,93.165,49.645,50.27,17.465
2,11:32:00,329.915,14.175,93.185,49.655,50.34,17.465
2,11:33:00,329.81,14.175,93.155,49.635,50.32,17.465
2,11:34:00,329.94,14.085,93.14,49.645,50.26,17.465
2,11:35:00,329.975,14.085,93.15,49.665,50.24,17.465
2,11:36:00,329.995,14.085,93.245,49.665,50.25,17.465
2,11:37:00,330.155,14.185,93.21,49.685,50.25,17.465
2,11:38:00,330.18,14.075,93.16,49.675,50.27,17.465
2,11:39:00,330.21,14.175,93.14,49.695,50.33,17.465
2,11:40:00,330.26,14.185,93.15,49.715,50.36,17.465
2,11:41:00,330.2,14.085,93.16,49.725,50.34,17.465
2,11:42:00,330.06,14.185,93.1,48.731,50.32,17.465
2,11:43:00,330.075,14.185,93.08,49.685,50.41,17.465
2,11:44:00,330.105,14.185,93.075,49.685,50.41,17.465
2,11:45:00,330.025,14.175,93.1,49.675,50.38,17.465
2,11:46:00,329.925,14.175,93.045,49.655,50.36,17.465
2,11:47:00,329.605,14.055,93.035,49.645,50.33,17.465
2,11:48:00,329.6,14.145,93.05,49.645,50.33,17.465
2,11:49:00,329.53,14.055,93.06,49.645,50.29,17.465
2,11:50:00,329.58,14.155,93.055,49.645,50.29,17.465
2,11:51:00,329.45,14.155,93.045,49.645,50.3,17.465
2,11:52:00,329.595,14.155,93.04,49.655,50.28,17.465
2,11:53:00,329.665,14.155,93.02,49.635,50.32,17.465
2,11:54:00,329.78,14.055,93.075,49.655,50.27,17.465
2,11:55:00,329.86,14.175,93.08,49.675,50.28,17.465
2,11:56:00,329.835,14.175,93.065,49.675,50.24,17.465
2,11:57:00,329.575,14.165,93.005,49.615,50.23,17.465
2,11:58:00,329.55,14.165,93.005,49.615,50.28,17.465
2,11:59:00,329.465,14.165,92.97,49.56,50.17,17.465
2,12:00:00,329.33,14.065,92.935,49.525,50.17,17.465
2,12:01:00,329.465,14.165,92.96,49.535,50.21,17.465
2,12:02:00,329.465,14.075,93.025,49.545,50.24,17.465
2,12:03:00,329.475,14.165,92.98,49.545,50.22,17.465
2,12:04:00,329.49,14.065,92.93,49.535,50.25,17.465
2,12:05:00,329.59,14.165,92.95,49.545,50.32,17.465
2,12:06:00,329.47,14.165,92.93,50.036,50.4,17.465
2,12:07:00,329.315,14.065,92.81,49.505,50.48,17.465
2,12:08:00,329.25,14.165,92.775,49.515,50.44,17.465
2,12:09:00,329.135,14.175,92.72,44.998000000000005,50.52,17.465
2,12:10:00,329.195,14.075,92.71,49.455,50.5,17.465
2,12:11:00,329.27,14.175,92.78,49.495,50.48,17.465
2,12:12:00,329.31,14.085,92.855,49.505,50.55,17.465
2,12:13:00,329.36,14.235,92.855,49.53,50.51,17.465
2,12:14:00,329.34,14.125,92.88,49.51,50.48,17.465
2,12:15:00,329.465,14.095,92.915,49.53,50.52,17.465
2,12:16:00,329.22,14.095,92.865,49.51,50.59,17.465
2,12:17:00,328.865,14.195,92.86,49.51,50.52,17.465
2,12:18:00,328.84,14.185,92.83,49.505,50.59,17.465
2,12:19:00,328.71,14.185,92.815,49.505,50.58,17.465
2,12:20:00,328.545,14.175,92.76,49.505,50.53,17.465
2,12:21:00,328.645,14.165,92.79,49.495,50.59,17.465
2,12:22:00,328.715,14.065,92.795,49.485,50.62,17.465
2,12:23:00,328.72,14.165,92.765,49.46,50.5,17.465
2,12:24:00,328.5,14.055,92.72,49.42,50.5,17.465
2,12:25:00,328.43,14.155,92.705,49.435,50.46,17.465
2,12:26:00,328.425,14.045,92.605,49.415,50.37,17.465
2,12:27:00,328.345,14.145,92.55,49.405,50.43,17.465
2,12:28:00,328.26,14.035,92.48,49.385,50.51,17.465
2,12:29:00,328.235,14.125,92.49,49.375,50.56,17.465
2,12:30:00,328.56,14.055,92.455,49.375,50.52,17.465
2,12:31:00,328.68,14.045,92.475,49.385,50.47,17.465
2,12:32:00,328.675,14.155,92.53,49.365,50.5,17.465
2,12:33:00,328.62,14.055,92.505,48.743,50.46,17.465
2,12:34:00,328.83,14.045,92.485,49.325,50.48,17.465
2,12:35:00,328.91,14.145,92.535,49.325,50.42,17.465
2,12:36:00,328.72,14.045,92.555,49.355,50.43,17.465
2,12:37:00,328.67,14.045,92.54,49.365,50.38,17.465
2,12:38:00,328.77,14.045,92.545,49.365,50.5,17.465
2,12:39:00,328.695,14.135,92.52,49.335,50.5,17.465
2,12:40:00,328.745,14.035,92.505,49.315,50.52,17.465
2,12:41:00,328.68,14.135,92.45,49.345,50.51,17.465
2,12:42:00,328.64,14.035,92.48,49.375,50.53,17.465
2,12:43:00,328.58,14.035,92.45,49.335,50.5,17.465
2,12:44:00,328.415,14.025,92.375,49.305,50.55,17.465
2,12:45:00,328.285,14.105,92.375,49.32,50.56,17.465
2,12:46:00,328.37,14.015,92.335,49.315,50.54,17.465
2,12:47:00,328.465,14.015,92.355,49.325,50.47,17.465
2,12:48:00,328.53,14.125,92.37,49.335,50.46,17.465
2,12:49:00,328.67,14.125,92.37,49.315,50.45,17.465
2,12:50:00,328.795,14.125,92.415,49.365,50.51,17.465
2,12:51:00,328.825,14.045,92.425,49.365,50.47,17.465
2,12:52:00,328.875,14.035,92.44,49.365,50.46,17.465
2,12:53:00,328.79,14.135,92.41,49.34,50.51,17.465
2,12:54:00,328.77,14.035,92.365,49.315,50.44,17.465
2,12:55:00,328.905,14.145,92.41,49.355,50.45,17.465
2,12:56:00,328.95,14.045,92.425,49.365,50.47,17.465
2,12:57:00,329.07,14.145,92.515,49.365,50.44,17.465
2,12:58:00,329.04,14.145,92.55,49.385,50.41,17.465
2,12:59:00,329.155,14.065,92.59,49.395,50.43,17.465
2,13:00:00,329.265,14.055,92.61,49.385,50.41,17.465
2,13:01:00,329.385,14.165,92.655,49.425,50.37,17.465
2,13:02:00,329.305,14.065,92.67,49.415,50.36,17.465
2,13:03:00,329.34,14.165,92.75,49.395,50.37,17.465
2,13:04:00,329.385,14.165,92.765,49.42,50.33,17.465
2,13:05:00,329.445,14.165,92.81,49.445,50.35,17.465
2,13:06:00,329.435,14.065,92.815,49.465,50.4,17.465
2,13:07:00,329.42,14.165,92.81,49.465,50.39,17.465
2,13:08:00,329.29,14.165,92.76,49.455,50.36,17.465
2,13:09:00,329.285,14.065,92.73,49.455,50.38,17.465
2,13:10:00,329.3,14.065,92.78,49.455,50.42,17.465
2,13:11:00,329.37,14.165,92.81,49.465,50.46,17.185
2,13:12:00,329.445,14.065,92.88,49.495,50.41,17.185
2,13:13:00,329.505,14.065,92.935,49.495,50.44,17.185
2,13:14:00,329.475,14.165,92.91,49.495,50.49,17.185
2,13:15:00,329.605,14.175,92.965,49.485,50.54,17.185
2,13:16:00,329.6,14.175,93.04,49.495,50.49,17.185
2,13:17:00,329.635,14.185,93.085,49.535,50.5,17.185
2,13:18:00,329.62,14.185,93.065,49.51,50.59,17.185
2,13:19:00,329.615,14.185,93.08,49.525,50.49,17.185
2,13:20:00,329.635,14.085,93.11,49.555,50.5,17.185
2,13:21:00,329.73,14.085,93.06,49.555,50.51,17.185
2,13:22:00,329.77,14.085,93.0,49.525,50.45,17.185
2,13:23:00,329.72,14.185,93.04,49.51,50.52,17.185
2,13:24:00,329.75,14.185,93.055,49.505,50.48,17.185
2,13:25:00,329.72,14.085,93.055,49.515,50.5,17.185
2,13:26:00,329.52,14.185,93.015,49.505,50.53,17.185
2,13:27:00,329.55,14.085,93.015,49.535,50.54,17.185
2,13:28:00,329.565,14.185,93.01,49.545,50.55,17.185
2,13:29:00,329.67,14.185,93.015,49.545,50.6,17.185
2,13:30:00,329.705,14.185,93.07,49.575,50.61,17.185
2,13:31:00,329.67,14.085,93.09,49.585,50.56,17.185
2,13:32:00,329.605,14.085,93.095,49.585,50.62,17.185
2,13:33:00,329.67,14.095,93.15,49.615,50.66,17.185
2,13:34:00,329.64,14.105,93.14,49.625,50.72,17.185
2,13:35:00,329.635,14.205,93.13,49.625,50.73,17.185
2,13:36:00,329.525,14.205,93.085,46.253,50.75,17.185
2,13:37:00,329.515,14.205,93.105,49.645,50.66,17.185
2,13:38:00,329.575,14.105,93.12,49.645,50.64,17.185
2,13:39:00,329.69,14.115,93.16,49.645,50.69,17.185
2,13:40:00,329.635,14.215,93.175,49.675,50.66,17.185
2,13:41:00,329.48,14.115,93.115,49.635,50.67,17.185
2,13:42:00,329.46,14.215,93.155,49.645,50.69,17.185
2,13:43:00,329.425,14.115,93.155,49.655,50.72,17.185
2,13:44:00,329.39,14.115,93.19,47.083,50.68,17.185
2,13:45:00,329.42,14.115,93.2,49.63,50.68,17.185
2,13:46:00,329.615,14.115,93.25,49.665,50.64,17.185
2,13:47:00,329.645,14.115,93.215,49.64,50.71,17.185
2,13:48:00,329.59,14.125,93.265,49.635,50.76,17.185
2,13:49:00,329.6,14.225,93.255,49.655,50.8,17.185
2,13:50:00,329.665,14.115,93.24,49.655,50.86,17.185
2,13:51:00,329.51,14.115,93.18,49.645,50.82,17.185
2,13:52:00,329.55,14.125,93.14,49.645,50.82,17.185
2,13:53:00,329.55,14.125,93.115,49.66,50.88,17.185
2,13:54:00,329.56,14.225,93.12,49.685,50.88,17.185
2,13:55:00,329.555,14.235,93.11,49.715,50.93,17.185
2,13:56:00,329.525,14.135,93.135,49.735,50.91,17.185
2,13:57:00,329.53,14.235,93.14,49.755,50.98,17.185
2,13:58:00,329.55,14.135,93.105,49.765,50.99,17.185
2,13:59:00,329.47,14.135,93.1,49.735,51.01,17.185
2,14:00:00,329.56,14.135,93.065,49.74,51.02,17.185
2,14:01:00,329.83,14.235,93.075,49.725,51.02,17.185
2,14:02:00,329.75,14.245,93.045,49.725,50.97,17.185
2,14:03:00,329.715,14.245,93.025,49.735,50.99,17.185
2,14:04:00,329.69,14.225,92.98,49.74,51.04,17.185
2,14:05:00,329.67,14.125,93.045,49.765,50.92,17.185
2,14:06:00,330.035,14.145,93.185,49.815,50.98,17.185
2,14:07:00,330.035,14.145,93.23,49.795,51.01,17.185
2,14:08:00,330.22,14.245,93.265,49.805,51.03,17.185
2,14:09:00,330.555,14.255,93.325,49.835,50.99,17.185
2,14:10:00,330.545,14.155,93.335,49.835,50.99,17.185
2,14:11:00,330.495,14.255,93.28,49.835,50.97,17.185
2,14:12:00,330.495,14.165,93.26,49.815,50.99,17.245
2,14:13:00,330.46,14.165,93.24,49.825,50.98,17.245
2,14:14:00,330.345,14.175,93.215,49.805,51.02,17.245
2,14:15:00,330.59,14.195,93.28,49.815,50.98,17.245
2,14:16:00,330.51,14.285,93.275,49.805,51.09,17.245
2,14:17:00,330.56,14.185,93.275,49.795,51.08,17.245
2,14:18:00,330.455,14.185,93.35,49.805,51.2,17.245
2,14:19:00,330.475,14.285,93.37,49.825,51.25,17.255
2,14:20:00,330.51,14.185,93.385,49.825,51.27,17.255
2,14:21:00,330.55,14.285,93.43,49.835,51.27,17.255
2,14:22:00,330.515,14.185,93.45,49.835,51.19,17.255
2,14:23:00,330.625,14.295,93.505,52.19,51.27,17.255
2,14:24:00,330.8,14.195,93.545,49.835,51.29,17.255
2,14:25:00,330.895,14.285,93.525,49.825,51.36,17.255
2,14:26:00,330.8,14.285,93.485,47.888999999999996,51.36,17.255
2,14:27:00,330.91,14.285,93.505,49.865,51.31,17.255
2,14:28:00,330.93,14.175,93.565,49.895,51.33,17.255
2,14:29:00,330.925,14.185,93.59,49.915,51.37,17.255
2,14:30:00,330.825,14.275,93.515,49.895,51.42,17.255
2,14:31:00,330.78,14.175,93.48,49.895,51.38,17.255
2,14:32:00,330.81,14.175,93.42,49.88,51.36,17.255
2,14:33:00,330.805,14.175,93.47,49.885,51.47,17.255
2,14:34:00,330.77,14.275,93.485,52.678999999999995,51.47,17.255
2,14:35:00,330.86,14.185,93.535,49.91,51.5,17.255
2,14:36:00,330.62,14.285,93.545,49.915,51.47,17.255
2,14:37:00,330.625,14.185,93.54,49.905,51.47,17.255
2,14:38:00,330.46,14.285,93.5,49.875,51.48,17.255
2,14:39:00,330.345,14.185,93.5,49.875,51.57,17.255
2,14:40:00,330.395,14.275,93.505,49.865,51.53,17.255
2,14:41:00,330.615,14.185,93.58,49.875,51.5,17.255
2,14:42:00,330.5,14.245,93.535,49.855,51.49,17.255
2,14:43:00,330.56,14.225,93.525,49.835,51.56,17.255
2,14:44:00,330.565,14.135,93.545,49.845,51.54,17.255
2,14:45:00,330.55,14.125,93.505,49.845,51.47,17.255
2,14:46:00,330.445,14.215,93.53,49.815,51.44,17.255
2,14:47:00,330.475,14.225,93.545,49.865,51.37,17.255
2,14:48:00,330.48,14.225,93.605,49.895,51.29,17.255
2,14:49:00,330.41,14.115,93.595,49.835,51.29,17.255
2,14:50:00,330.39,14.115,93.555,49.835,51.32,17.255
2,14:51:00,330.395,14.215,93.515,49.835,51.28,17.255
2,14:52:00,330.355,14.125,93.575,49.865,51.27,17.255
2,14:53:00,330.32,14.225,93.565,49.875,51.31,17.255
2,14:54:00,330.23,14.115,93.525,49.885,51.33,17.255
2,14:55:00,330.29,14.215,93.515,49.717,51.34,17.255
2,14:56:00,330.32,14.225,93.505,49.875,51.29,17.255
2,14:57:00,330.245,14.125,93.48,49.855,51.26,17.255
2,14:58:00,330.285,14.115,93.5,49.855,51.32,17.255
2,14:59:00,330.24,14.115,93.475,49.855,51.27,17.255
2,15:00:00,330.37,14.115,93.475,49.865,51.27,17.255
2,15:01:00,330.48,14.225,93.465,49.875,51.17,17.255
2,15:02:00,330.48,14.235,93.495,49.885,51.07,17.255
2,15:03:00,330.46,14.135,93.515,49.895,51.01,17.255
2,15:04:00,330.485,14.135,93.495,49.895,50.95,17.255
2,15:05:00,330.43,14.215,93.485,49.885,50.95,17.255
2,15:06:00,330.36,14.225,93.48,49.885,50.91,17.255
2,15:07:00,330.375,14.135,93.455,49.895,50.96,17.255
2,15:08:00,330.36,14.115,93.44,49.875,50.94,17.255
2,15:09:00,330.1,14.215,93.395,49.855,50.92,17.255
2,15:10:00,330.115,14.225,93.445,49.865,50.91,17.255
2,15:11:00,330.205,14.115,93.465,49.865,50.88,17.255
2,15:12:00,330.045,14.115,93.405,49.855,50.87,17.255
2,15:13:00,329.89,14.105,93.39,49.845,50.82,17.255
2,15:14:00,330.205,14.115,93.465,49.875,50.88,17.255
2,15:15:00,330.17,14.225,93.46,49.855,50.84,17.255
2,15:16:00,330.3,14.225,93.42,49.835,50.79,17.255
2,15:17:00,330.235,14.125,93.38,49.815,50.75,17.255
2,15:18:00,330.19,14.225,93.37,49.815,50.79,17.255
2,15:19:00,330.325,14.135,93.445,49.835,50.81,17.255
2,15:20:00,330.535,14.135,93.46,49.825,50.79,17.255
2,15:21:00,330.48,14.225,93.435,49.805,50.85,17.255
2,15:22:00,330.425,14.125,93.465,49.805,50.86,17.255
2,15:23:00,330.52,14.235,93.475,49.805,50.95,17.255
2,15:24:00,330.675,14.145,93.53,49.865,50.94,17.255
2,15:25:00,330.87,14.255,93.59,49.885,50.93,17.255
2,15:26:00,330.92,14.165,93.625,49.885,50.98,17.255
2,15:27:00,331.03,14.165,93.625,49.915,51.08,17.255
2,15:28:00,330.87,14.175,93.595,49.885,51.12,17.255
2,15:29:00,330.85,14.175,93.55,49.855,51.14,17.255
2,15:30:00,330.85,14.175,93.525,49.865,51.06,17.255
2,15:31:00,330.775,14.255,93.5,49.875,51.09,17.255
2,15:32:00,330.735,14.265,93.475,49.865,51.03,17.255
2,15:33:00,330.57,14.265,93.475,49.855,51.13,17.285
2,15:34:00,330.475,14.265,93.42,48.739,51.08,17.285
2,15:35:00,330.52,14.265,93.465,50.369,51.11,17.285
2,15:36:00,330.52,14.155,93.48,49.845,51.14,17.285
2,15:37:00,330.535,14.255,93.465,49.865,51.04,17.285
2,15:38:00,330.57,14.265,93.5,49.895,51.0,17.285
2,15:39:00,330.53,14.165,93.47,53.023,51.0,17.285
2,15:40:00,330.505,14.265,93.47,54.492,50.97,17.285
2,15:41:00,330.535,14.165,93.49,49.91,51.0,17.285
2,15:42:00,330.525,14.175,93.475,49.915,50.99,17.285
2,15:43:00,330.4,14.175,93.415,49.905,51.02,17.285
2,15:44:00,330.39,14.175,93.465,49.935,50.96,17.285
2,15:45:00,330.575,14.185,93.52,49.925,51.0,17.285
2,15:46:00,330.74,14.195,93.6,49.905,50.87,17.285
2,15:47:00,330.73,14.295,93.565,49.668,50.75,17.285
2,15:48:00,330.69,14.295,93.605,49.905,50.77,17.285
2,15:49:00,330.815,14.295,93.595,49.905,50.79,17.285
2,15:50:00,330.9,14.295,93.64,49.905,50.82,17.285
2,15:51:00,330.87,14.185,93.635,49.905,50.81,17.285
2,15:52:00,330.865,14.285,93.63,49.915,50.84,17.285
2,15:53:00,330.82,14.165,93.615,49.925,50.76,17.285
2,15:54:00,330.96,14.175,93.635,49.935,50.76,17.285
2,15:55:00,330.945,14.175,93.63,49.905,50.72,17.285
2,15:56:00,330.995,14.185,93.695,49.895,50.76,17.285
2,15:57:00,331.085,14.185,93.715,49.895,50.76,17.285
2,15:58:00,331.205,14.29,93.715,49.895,50.77,17.285
2,15:59:00,331.32,14.185,93.685,49.885,50.74,17.285
2,16:00:00,331.295,14.295,93.665,49.895,50.75,17.285
3,09:30:00,329.565,14.245,93.175,49.63,50.98,17.285
3,09:31:00,330.095,14.215,93.175,49.725,51.04,17.285
3,09:32:00,329.745,14.125,92.96,49.62,51.06,17.285
3,09:33:00,329.775,14.235,93.035,49.605,51.06,17.285
3,09:34:00,330.49,14.135,93.13,49.705,51.01,17.285
3,09:35:00,330.565,14.145,93.2,49.675,51.02,17.285
3,09:36:00,330.365,14.155,93.205,49.665,51.04,17.285
3,09:37:00,330.34,14.155,93.04,49.575,50.94,17.285
3,09:38:00,330.45,14.255,93.12,49.63,50.93,17.285
3,09:39:00,330.45,14.265,93.105,49.625,50.97,17.285
3,09:40:00,330.855,14.275,93.23,49.675,51.01,17.285
3,09:41:00,331.05,14.195,93.345,49.705,51.0,17.285
3,09:42:00,331.18,14.315,93.24,49.705,50.99,17.285
3,09:43:00,330.995,14.345,93.42,49.725,50.83,17.285
3,09:44:00,331.13,14.235,93.4,49.73,50.89,17.285
3,09:45:00,331.065,14.395,93.265,49.715,50.87,17.285
3,09:46:00,331.225,14.305,93.45,49.785,50.85,17.285
3,09:47:00,331.19,14.315,93.435,48.81100000000001,50.81,17.285
3,09:48:00,331.14,14.315,93.46,49.825,50.87,17.285
3,09:49:00,331.205,14.415,93.43,49.825,50.91,17.285
3,09:50:00,331.385,14.425,93.42,49.825,51.01,17.285
3,09:51:00,331.475,14.435,93.415,49.85,51.03,17.285
3,09:52:00,331.5,14.375,93.41,49.885,51.09,17.285
3,09:53:00,331.4,14.475,93.43,49.865,51.05,17.285
3,09:54:00,331.31,14.385,93.455,49.875,50.9,17.285
3,09:55:00,331.42,14.395,93.48,49.865,50.89,17.285
3,09:56:00,331.33,14.485,93.395,49.845,50.9,17.285
3,09:57:00,331.165,14.495,93.46,49.835,50.94,17.285
3,09:58:00,331.19,14.355,93.395,49.84,50.91,17.285
3,09:59:00,331.255,14.385,93.395,49.855,50.91,17.285
3,10:00:00,331.205,14.475,93.395,49.825,50.86,17.285
3,10:01:00,331.135,14.385,93.47,49.835,50.82,17.285
3,10:02:00,331.085,14.355,93.435,49.775,50.93,17.285
3,10:03:00,331.335,14.335,93.485,49.74,50.97,17.285
3,10:04:00,331.51,14.455,93.47,49.755,51.01,17.285
3,10:05:00,331.855,14.465,93.685,49.8,50.96,17.285
3,10:06:00,331.865,14.365,93.7,49.845,50.97,17.285
3,10:07:00,332.145,14.475,93.765,49.865,50.94,17.285
3,10:08:00,331.97,14.465,93.795,49.865,50.86,17.285
3,10:09:00,331.725,14.375,93.775,49.885,50.82,17.285
3,10:10:00,331.77,14.495,93.825,51.806000000000004,50.88,17.285
3,10:11:00,331.585,14.415,93.78,49.885,50.92,17.285
3,10:12:00,331.725,14.425,93.88,45.847,50.84,17.285
3,10:13:00,331.6,14.375,93.855,49.865,50.84,17.285
3,10:14:00,331.725,14.375,93.815,49.845,50.92,17.285
3,10:15:00,331.755,14.455,93.76,49.825,50.9,17.285
3,10:16:00,331.77,14.355,93.71,49.815,50.88,17.285
3,10:17:00,331.835,14.355,93.72,49.8,50.88,17.285
3,10:18:00,331.86,14.375,93.66,49.815,50.88,17.285
3,10:19:00,331.99,14.495,93.705,49.855,50.91,17.285
3,10:20:00,331.975,14.485,93.77,49.875,50.95,17.285
3,10:21:00,331.975,14.485,93.765,49.85,50.96,17.285
3,10:22:00,332.015,14.485,93.755,49.885,50.89,17.285
3,10:23:00,332.1,14.495,93.77,49.875,50.95,17.285
3,10:24:00,332.195,14.385,93.7,49.855,50.96,17.285
3,10:25:00,332.035,14.485,93.625,49.865,51.01,17.285
3,10:26:00,332.08,14.385,93.75,49.875,51.01,17.285
3,10:27:00,331.865,14.375,93.67,49.865,51.03,17.285
3,10:28:00,331.78,14.465,93.68,49.795,50.97,17.285
3,10:29:00,331.895,14.385,93.745,49.825,50.83,17.285
3,10:30:00,331.84,14.465,93.71,49.715,50.8,17.285
3,10:31:00,331.915,14.465,93.68,49.765,50.85,17.285
3,10:32:00,331.865,14.465,93.665,49.74,50.84,17.285
3,10:33:00,331.93,14.345,93.56,49.735,50.89,17.285
3,10:34:00,331.84,14.435,93.46,49.755,50.94,17.285
3,10:35:00,331.895,14.325,93.51,49.785,50.91,17.285
3,10:36:00,332.035,14.335,93.655,49.815,50.93,17.285
3,10:37:00,331.995,14.345,93.68,49.835,50.93,17.285
3,10:38:00,332.045,14.465,93.7,49.835,50.97,17.285
